stim,sent,race,glasses,tattoos,trust,trust_2nd,afro,zAfro,attract,fWHR,zfWHR,maturity,DCNum,DCNum_MatchedControl
543,1,-1,0,0,2.533333,2.290323,6.5,0.729124,2.733333,2.191509,0.727618,6.1,990054,990054
544,1,-1,1,0,3.733333,3.387097,6.727273,1.068512,1.666667,2.370595,1.671316,3.9,992634,992634
545,1,-1,0,0,3.233333,2.451613,5.318182,-1.035694,2,2.154957,0.535003,5.4,996584,996584
546,1,-1,0,0,3.133333,2.806452,6.409091,0.593368,2.666667,1.991179,-0.328031,3.75,D30662,D30662
547,1,-1,0,0,2.933333,2.387097,6.727273,1.068512,1.722222,2.050967,-0.012978,4.15,E34418,E34418
548,1,-1,0,0,2.766667,2.193548,6.954545,1.4079,1.666667,2.155675,0.538787,5.25,H10118,H10118
549,1,-1,1,0,3.966667,3.806452,6.5,0.729124,2.222222,1.879146,-0.918399,6.55,H12548,H12548
550,1,-1,0,0,3.566667,2.741935,7,1.475777,2.722222,2.215837,0.855811,4.2,H13715,H13715
551,1,-1,0,0,3.7,3.322581,6.636364,0.932756,2.666667,2.180345,0.668786,4.65,H27248,H27248
552,1,-1,0,0,2.133333,2.419355,6.136364,0.186103,1.555556,2.130435,0.405782,4.6,J01369,J01369
553,1,-1,0,0,2.9,2.387097,6.090909,0.118225,2.333333,2.247523,1.022785,4.45,J03479,J03479
554,1,-1,0,0,2.7,2.322581,6.636364,0.932756,3.388889,2.076114,0.119537,5.6,J08118,J08118
555,1,-1,0,0,2.8,2.354839,6.363636,0.525491,2.388889,1.927736,-0.66235,4.75,J18546,J18546
556,1,-1,0,0,3.033333,2.516129,6.181818,0.25398,1.555556,2.333165,1.474081,5.1,J19087,J19087
557,1,-1,0,0,3.1,3.387097,6.409091,0.593368,2.722222,2.112391,0.3107,4.85,J25731,J25731
558,1,-1,0,0,2.733333,2.387097,4.772727,-1.850226,1.833333,2.396148,1.805971,4.45,J29603,J29603
559,1,-1,0,0,3.266667,2.967742,6.090909,0.118225,2.5,2.013976,-0.207902,4.05,J29642,J29642
560,1,-1,1,0,4,3.677419,5.545455,-0.696306,2.722222,1.794487,-1.36451,5,J30192,J30192
561,1,-1,0,0,3.066667,2.870968,6.636364,0.932756,2.611111,2.159324,0.558014,4,J40512,J40512
562,0,-1,0,0,2.933333,3.064516,7.045455,1.543655,1.722222,2.055382,0.010285,4.3,C05253,704007
563,0,-1,0,0,2.833333,2.419355,5.954545,-0.085408,1.888889,2.251412,1.04328,5.05,D37377,V03090
564,0,-1,0,0,3.433333,2.741935,6.454545,0.661246,2.611111,1.888506,-0.869075,3.85,E29738,710461
565,0,-1,0,0,2.966667,2.709677,6.454545,0.661246,1.944444,2.008475,-0.236894,4.95,I05362,262009
566,0,-1,0,0,3.433333,3.419355,7.136364,1.67941,1.944444,2.239115,0.978476,3.8,J19143,314377
567,0,-1,0,0,3.2,2.096774,6.454545,0.661246,2.555556,1.901316,-0.801572,5.9,J31101,D37377
568,0,-1,0,0,3.233333,2.806452,6.727273,1.068512,2.222222,2.241908,0.993197,5.2,J33262,N23941
569,0,-1,0,0,3.1,2.451613,6.863636,1.272144,2.111111,2.319492,1.402026,3.5,J42039,C00076
570,0,-1,0,0,3.733333,3.322581,6.818182,1.204267,2.444444,2.305648,1.329076,3.8,J44578,205901
571,0,-1,0,0,3,2.83871,6.681818,1.000634,2.277778,2.053259,-0.000899,4.15,J46718,X12105
572,0,-1,0,0,3.333333,2.064516,5.090909,-1.375082,1.722222,2.126609,0.385619,4.45,K08941,T20383
573,0,-1,0,0,2.433333,2.516129,6.636364,0.932756,2.222222,1.966292,-0.459176,5.9,L23877,M05380
574,0,-1,1,1,3.6,3.225806,6.136364,0.186103,1.833333,2.280769,1.197977,3.9,L60155,L60155
575,0,-1,0,0,2.9,2.322581,4.909091,-1.646593,2.222222,2.092995,0.208492,6.8,L93141,46920
576,0,-1,0,0,2.966667,2.741935,6.954545,1.4079,2.777778,1.979452,-0.389829,4.05,L93999,T45536
577,0,-1,0,0,2.966667,2.83871,6.090909,0.118225,2.055556,2.396796,1.809385,4.55,M05380,139748
578,0,-1,0,0,3.266667,2.516129,5.772727,-0.356918,1.333333,1.686917,-1.93136,5.65,M09499,X39530
579,0,-1,0,0,3.1,2.580645,7.090909,1.611533,2.944444,2.271852,1.150986,4.85,M11269,781113
580,0,-1,0,0,2.833333,3.096774,6.772727,1.136389,1.944444,1.929487,-0.653122,6.15,M12748,148425
581,0,-1,0,0,2.9,2.741935,6.954545,1.4079,2.055556,2.265686,1.118497,5.1,M22617,80261
582,0,-1,0,0,4.266667,2.612903,6,-0.01753,2.222222,1.86528,-0.991463,6.2,M78270,P46935
583,1,1,1,0,2.966667,2.483871,1.727273,-0.377451,2.5,2.051567,0.555063,6.2,899500,899500
584,1,1,1,0,3.366667,2.548387,1.863636,-0.1852,2.708333,2.027397,0.422729,5.05,905288,905288
585,1,1,1,0,2.733333,2.290323,1.409091,-0.826036,1.583333,2.047119,0.530711,6.35,911193,911193
586,1,1,0,0,2.3,2,1.590909,-0.569702,2.166667,1.752769,-1.080898,6.85,914949,914949
587,1,1,0,0,2.7,2.193548,1.363636,-0.89012,1.583333,2.230173,1.532953,6.95,927442,927442
588,1,1,0,0,2.8,2.193548,2.045455,0.071134,1.75,2.272096,1.762488,6.45,936283,936283
589,1,1,0,0,2.8,2.064516,2,0.00705,2.375,1.851111,-0.54246,6.7,941687,941687
590,1,1,1,0,2.433333,1.870968,1.5,-0.697869,2,2.06338,0.619741,6.5,969121,969121
591,1,1,0,0,3.866667,2.903226,1.863636,-0.1852,1.833333,2.027973,0.425884,4.7,989102,989102
592,1,1,0,0,2.533333,2.193548,1.954545,-0.057033,2,2.054674,0.572072,5.55,991988,991988
593,1,1,0,0,2.6,2.096774,2.409091,0.583803,2,1.767606,-0.999663,6.2,D35843,D35843
594,1,1,1,0,2.466667,1.709677,1.727273,-0.377451,2.208333,2.323917,2.046213,6.25,D40377,D40377
595,1,1,0,0,4.033333,3.096774,2.227273,0.327468,1.708333,2.112958,0.891185,4.8,E02957,E02957
596,1,1,0,0,3.266667,2.419355,1.545455,-0.633785,1.958333,1.917929,-0.176622,6.6,E08942,E08942
597,1,1,0,0,3.033333,2.290323,1.727273,-0.377451,1.625,1.785826,-0.899906,6.45,E11617,E11617
598,1,1,0,0,3.166667,2.516129,1.772727,-0.313367,1.791667,2.227887,1.520438,4.05,E20773,E20773
599,1,1,0,0,3.333333,2.193548,1.590909,-0.569702,2.375,2.369231,2.294311,5.55,H06832,H06832
600,1,1,0,0,2.866667,2.322581,2.318182,0.455635,3.375,2.068966,0.650321,5.85,H17413,H17413
601,1,1,0,0,4.066667,3.290323,1.545455,-0.633785,1.666667,1.872399,-0.425908,4.15,H23012,H23012
602,1,1,0,0,3.033333,2.129032,2.590909,0.840137,2.125,2.08168,0.719934,6.6,J12116,J12116
603,1,1,0,0,3.066667,2.225806,2.090909,0.135218,1.916667,2.262195,1.708278,5.4,J30258,J30258
604,1,1,0,1,2.533333,2.064516,1.590909,-0.569702,2.458333,2.023543,0.401628,4.6,J34141,J34141
605,1,1,0,0,2.5,2.032258,1.636364,-0.505618,1.666667,2.173913,1.224922,5.25,J35401,J35401
606,1,1,0,0,3.2,2.709677,2.545455,0.776053,1.583333,2.186669,1.294765,4.55,J46231,J46231
607,1,1,0,0,1.966667,1.870968,2.409091,0.583803,2.75,1.873016,-0.422528,4.6,J46401,J46401
608,1,1,0,0,3.033333,2.419355,1.5,-0.697869,2.458333,1.901639,-0.265811,5.1,K04389,K04389
609,1,1,0,0,3.066667,2.483871,2.045455,0.071134,2.583333,1.981719,0.172635,5.65,K51342,K51342
610,1,1,1,0,4.2,3.774194,1.545455,-0.633785,1.791667,1.954628,0.024308,4.35,K54395,K54395
611,1,1,0,0,3.633333,2.645161,2.363636,0.519719,2.15,1.912014,-0.209007,6.25,L31274,L31274
612,1,1,0,0,3.633333,2.83871,2.136364,0.199301,2.3,2.04023,0.49299,4.95,L49959,L49959
613,1,1,0,0,2.7,2.258065,3.909091,2.698561,2.7,2.216149,1.45617,4.75,M16320,M16320
614,1,1,0,0,2.633333,2.258065,3.863636,2.634477,2.55,1.789243,-0.881194,6.55,M16321,M16321
615,1,1,0,0,2.633333,2.16129,2.363636,0.519719,2.1,1.838085,-0.61378,6.15,M25274,M25274
616,0,1,0,0,1.833333,2.645161,1.545455,-0.633785,1.95,2.272942,1.767118,6.9,765066,92504
617,0,1,0,0,3.333333,3.258065,1.590909,-0.569702,2.45,2.09011,0.766089,5.45,767816,B01827
618,0,1,0,0,2.533333,2.806452,1.863636,-0.1852,2.8,1.805425,-0.792595,6.65,769412,36465
619,0,1,0,0,2.533333,2.419355,3,1.416889,2.5,1.900585,-0.271585,6.55,772307,54904
620,0,1,1,0,3.566667,2.677419,1.818182,-0.249284,2.3,2.109332,0.871334,6.5,773461,38846
621,0,1,0,0,3.2,2.612903,1.409091,-0.826036,2.95,2.017857,0.370496,6.25,779739,94101
622,0,1,0,0,2.8,2.225806,2.363636,0.519719,1.7,1.979211,0.158902,5.6,781351,125893
623,0,1,0,0,2.233333,2.193548,2.454545,0.647886,2.35,1.735518,-1.175345,6.8,792154,593240
624,0,1,0,0,3.366667,2.225806,1.772727,-0.313367,2.3,1.820455,-0.710308,6.35,792679,V21769
625,0,1,1,0,2.666667,2.709677,2.727273,1.032388,2.8,1.826389,-0.677817,7,801507,199141
626,0,1,0,0,2.966667,2.935484,1.272727,-1.018287,2.45,1.952671,0.013595,6.9,822695,304994
627,0,1,0,0,3.5,2.677419,1.5,-0.697869,2.65,2.218326,1.468087,6,835351,111447
628,0,1,0,0,4.1,2.709677,1.545455,-0.633785,2.7,1.802137,-0.810598,6.8,856391,X15553
629,0,1,0,0,2.8,2.806452,1.772727,-0.313367,2.5,1.838542,-0.611279,6.8,864205,848161
630,0,1,0,0,3.166667,3.516129,3.772727,2.50631,2.05,1.794913,-0.850153,6.05,868190,168873
631,0,1,1,0,3.5,2.483871,1.545455,-0.633785,2.8,1.853846,-0.527485,6.95,885519,W45311
632,0,1,1,0,2.566667,2.419355,1.454545,-0.761952,2.6,1.98,0.163223,5.6,895669,V12797
633,0,1,1,0,2.766667,2.16129,1.954545,-0.057033,2.9,1.914706,-0.19427,6.45,909310,V05687
634,0,1,0,0,2.633333,2.483871,1.636364,-0.505618,3.05,1.86818,-0.449006,6.6,914886,J48047
635,0,1,0,0,3.166667,2.612903,1.363636,-0.89012,2.6,1.746678,-1.114246,7.05,920462,138063
636,0,1,0,0,2.666667,2.129032,1.727273,-0.377451,2,2.032377,0.449997,5.55,921424,Q13830
637,0,1,0,0,3.433333,3.064516,1.181818,-1.146454,2.35,1.727273,-1.220491,6.85,930959,M80683
638,0,1,0,0,4.166667,2.16129,1.318182,-0.954203,2.95,2.060961,0.606493,5.4,937428,C01234
639,0,1,0,0,2.766667,1.774194,1.590909,-0.569702,2.55,1.935526,-0.080276,7,945864,R79463
640,0,1,0,0,2.9,3.258065,2.090909,0.135218,2.85,1.714691,-1.289378,5.6,958297,A50419
641,0,1,1,0,2.9,4.322581,1.363636,-0.89012,2.15,1.976402,0.143525,6.65,958895,R21358
642,0,1,0,0,2.533333,3.193548,4.5,3.531647,2.2,1.912047,-0.208828,6.1,961798,L52574
643,0,1,0,0,2.1,2.870968,1.5,-0.697869,1.6,1.758621,-1.048856,7.15,975607,861639
644,0,1,0,0,1.933333,2.258065,1.363636,-0.89012,2.75,2.129751,0.98313,6.3,987162,187155
645,0,1,0,0,3.833333,2.032258,1.818182,-0.249284,2.35,2.012821,0.34292,4.55,987180,W01403
646,0,1,0,0,2.9,2.83871,1.590909,-0.569702,2.4,1.975158,0.136714,5.75,994455,P03417
647,0,1,0,0,3.033333,2.806452,3.045455,1.480973,2.7,1.980769,0.167435,6.25,995712,285154
648,0,1,0,0,2.833333,4.064516,2,0.00705,2.7,2.192308,1.325635,6.5,A50647,B09459
649,1,-1,0,0,2.625,3.266667,6.45,0.654458,2.5,2.252232,1.047599,4,J44119,J44119
650,1,-1,0,0,2.125,2.766667,6.35,0.505127,2.444444,2.135582,0.432906,4.65,L31022,L31022
651,1,-1,0,0,2.6875,3,6.35,0.505127,2.111111,2.495763,2.330896,4.1,L36345,L36345
652,1,-1,0,0,2.3125,2.733333,6.2,0.281131,2.388889,2.124486,0.374436,4.85,M03128,M03128
653,1,-1,0,0,2.3125,2.533333,6.45,0.654458,2.888889,1.827879,-1.188551,4.55,N08206,N08206
654,1,-1,0,0,2.5,2.866667,6,-0.01753,2.722222,1.788949,-1.393693,5.05,P01395,P01395
655,1,-1,1,0,2.53125,3.533333,6.55,0.803789,1.5,1.993902,-0.313682,5.15,P36814,P36814
656,1,-1,0,0,2.53125,3.066667,5,-1.510838,2.333333,2.21818,0.868159,4,R05023,R05023
657,1,-1,0,0,2.71875,3.233333,6.5,0.729124,3.222222,1.812629,-1.26891,4.2,R17884,R17884
658,1,-1,0,0,2.1875,3.033333,5.8,-0.316192,2.5,2.143738,0.475885,4.5,T36280,T36280
659,1,-1,0,0,2.71875,3.266667,5.6,-0.614853,2.888889,2.13009,0.403968,4.75,U11648,U11648
660,1,-1,0,0,2.25,2.933333,5.9,-0.166861,2.777778,2.191038,0.725132,3.55,U33164,U33164
661,1,-1,0,0,2.4375,3.033333,6.15,0.206466,1.666667,2.147887,0.497749,4.35,V01514,V01514
662,1,-1,0,0,2.4375,3.2,5.95,-0.092196,3,1.848214,-1.081393,4.25,V25581,V25581
663,1,-1,0,0,2.15625,3.233333,6.65,0.95312,2,2.175996,0.64587,4.2,V26165,V26165
664,1,-1,0,0,2.46875,3.4,4.3,-2.556153,1.944444,2.118056,0.340549,4.6,W08567,W08567
665,1,-1,0,0,2.90625,3.6,5.9,-0.166861,2.555556,1.994488,-0.310596,3.85,X06883,X06883
666,1,-1,0,0,2.8125,3.433333,5.65,-0.540188,2.5,1.892232,-0.849439,4.4,X33939,X33939
667,1,-1,0,0,2.75,3.333333,5.85,-0.241526,2.388889,1.815076,-1.256016,4.25,X45131,X45131
668,0,-1,0,0,2.28125,3.3,4.4,-2.406822,1.666667,1.97619,-0.407016,4.65,N00926,M80629
669,0,-1,0,0,2.5,3.333333,5.85,-0.241526,2.388889,2.421649,1.940348,2.95,P46935,472575
670,0,-1,0,0,2.75,3,6.25,0.355797,2.388889,2.057398,0.020908,5,Q05827,B04103
671,0,-1,0,0,2.59375,3.4,5.55,-0.689518,3.944444,2.01298,-0.213152,4.6,Q12445,C09545
672,0,-1,0,0,3.125,2.966667,5.95,-0.092196,1.555556,1.836101,-1.145228,4.35,R13103,P02429
673,0,-1,0,0,3.0625,3.133333,5.6,-0.614853,1.888889,2.027853,-0.13478,3.35,R15350,M11269
674,0,-1,0,0,2.1875,2.4,5.8,-0.316192,2.444444,2.11613,0.3304,4.6,R17904,387207
675,0,-1,0,0,2.625,3.366667,5.9,-0.166861,1.944444,1.598476,-2.397404,4.85,S02225,N15021
676,0,-1,0,0,3.09375,3.433333,5.8,-0.316192,2.777778,2.050868,-0.013498,3.7,S22926,125785
677,0,-1,0,0,2.53125,2.866667,6.25,0.355797,2.666667,2.236842,0.966501,3.75,S32269,114342
678,0,-1,0,0,2.4375,3.533333,6.45,0.654458,2.388889,1.996053,-0.302352,4.55,T12759,Y08089
679,0,-1,0,0,2.21875,2.433333,5,-1.510838,3.722222,1.991671,-0.32544,4.9,T14695,H32319
680,0,-1,0,0,2.28125,3.566667,5.7,-0.465522,3.111111,2.387822,1.762095,4.8,T20383,126345
681,0,-1,0,1,1.6875,3.2,5.5,-0.764184,2.333333,2.064322,0.0574,4.75,T28302,X48882
682,0,-1,0,0,3.65625,2.833333,5.4,-0.913515,1.944444,2.086806,0.175876,3.25,T41896,J30031
683,0,-1,0,0,2.6875,2.866667,6.8,1.177116,2.888889,2.436625,2.019265,4.4,T45536,191627
684,0,-1,0,0,2.53125,3.333333,6.7,1.027785,2.277778,1.890546,-0.858323,4.1,V03090,130288
685,0,-1,0,0,3.46875,2.2,5.2,-1.212176,1.777778,2.067424,0.073745,4.6,V06141,J19143
686,0,-1,0,0,1.84375,3.166667,5.85,-0.241526,1.777778,2.161979,0.572007,4.6,W08603,J33262
687,1,1,0,0,2.125,2.633333,2.5,0.71197,2.2,1.712888,-1.299247,5.15,N00676,N00676
688,1,1,1,0,1.5625,2.4,3.5,2.121808,2.2,2.34594,2.166792,5.35,N15968,N15968
689,1,1,0,0,2.15625,2.866667,1.9,-0.133933,2.7,2.090524,0.768356,5.3,P31867,P31867
690,1,1,0,0,2.0625,2.866667,1.85,-0.204425,2.25,2.035099,0.464895,4.55,Q09582,Q09582
691,1,1,0,0,2.1875,3.033333,2,0.00705,2,2.059912,0.600753,4.6,Q13157,Q13157
692,1,1,0,1,1.9375,2,2.3,0.430002,1.9,2.246032,1.619781,5.7,Q23494,Q23494
693,1,1,0,0,2.125,2.633333,2.55,0.782462,2.1,1.907925,-0.231394,5.15,Q26629,Q26629
694,1,1,0,0,1.6875,2.633333,2.15,0.218526,1.7,1.764775,-1.015162,6.5,R17262,R17262
695,1,1,0,0,2.15625,3.1,1.45,-0.768361,1.8,1.948529,-0.009082,6.65,R30302,R30302
696,1,1,0,0,2.96875,3.366667,2.5,0.71197,2.55,1.902829,-0.259297,5,R74761,R74761
697,1,1,0,0,1.875,2.366667,3.9,2.685744,1.5,2.340909,2.139247,6.2,T28329,T28329
698,1,1,0,0,1.96875,2.933333,2.4,0.570986,1.85,2.030058,0.437299,6.9,U13479,U13479
699,1,1,0,0,1.5,2.3,2.3,0.430002,1.45,1.829207,-0.662389,6.8,U21898,U21898
700,1,1,0,0,1.96875,2.966667,1.5,-0.697869,1.85,1.859921,-0.494226,6.45,U38267,U38267
701,1,1,0,0,1.90625,2.666667,2.25,0.35951,2.5,1.793306,-0.85895,3.3,U41472,U41472
702,1,1,0,0,2.0625,3.133333,2.7,0.993937,1.95,2.089238,0.761318,3.45,U44139,U44139
703,1,1,0,0,2.28125,3.066667,2.1,0.148034,2.9,1.91256,-0.206017,5.45,V02093,V02093
704,1,1,0,0,1.71875,2.233333,2.1,0.148034,1.95,2.245699,1.617959,5.75,V14470,V14470
705,1,1,0,0,2.5,3.166667,2,0.00705,2.6,2.033871,0.458174,3.3,V19522,V19522
706,1,1,0,0,2.5,2.866667,1.35,-0.909345,2.5,1.674202,-1.511059,6,V29754,V29754
707,1,1,0,0,2.46875,2.666667,4.95,4.166074,2.35,2.102597,0.83446,4.45,V29877,V29877
708,1,1,0,0,2.53125,2.966667,1.75,-0.345409,2.7,1.945055,-0.028105,5.4,X18736,X18736
709,1,1,0,0,2.25,2.833333,2.85,1.205413,2.1,2.312997,1.986426,4.1,X23653,X23653
710,1,1,0,0,1.90625,2.633333,2.3,0.430002,1.9,2.044838,0.518221,5.85,X40969,X40969
711,1,1,0,0,1.75,2.5,2.4,0.570986,2.4,1.924842,-0.138775,3.95,X50469,X50469
712,1,1,1,0,1.96875,2.866667,1.6,-0.556885,1.85,1.972598,0.122694,4.05,Y01561,Y01561
713,1,1,1,0,2.75,3.766667,1.6,-0.556885,1.95,2.419718,2.570737,6.65,Y02046,Y02046
714,1,1,0,0,2.65625,3.066667,1.25,-1.050329,2.5,2.059425,0.598084,6.15,Y32888,Y32888
715,0,1,0,0,2.65625,3.3,1.6,-0.556885,1.95,1.635936,-1.720572,5.95,A50783,R22569
716,0,1,0,0,2.3125,3.866667,4.55,3.602139,2.45,2.037043,0.475539,5.25,B01376,114818
717,0,1,0,0,2.03125,2.8,3.15,1.628365,2.45,2.023995,0.404104,4.7,B01404,X30051
718,0,1,1,0,2.40625,2.666667,1.6,-0.556885,1.65,1.869935,-0.439398,6.6,B02241,Y29703
719,0,1,0,0,1.9375,2.233333,3.45,2.051316,2.55,1.991823,0.227955,5,B05700,124489
720,0,1,0,0,2.21875,2.8,4.7,3.813615,1.8,2.415982,2.550283,5.65,B06486,H14407
721,0,1,1,1,2.53125,2.266667,2.4,0.570986,2.75,1.95261,0.01326,4.25,B07490,J24236
722,0,1,0,0,2.21875,3.1,2.95,1.346397,1.95,1.971518,0.116784,4.5,B07570,165749
723,0,1,0,0,2.625,3.466667,2.2,0.289018,1.6,1.971429,0.116294,6.1,B08006,28736
724,0,1,0,0,2.40625,2.633333,1.65,-0.486393,2.45,2.092489,0.779113,4.3,B10299,617886
725,0,1,1,0,3,3.733333,4.95,4.166074,1.8,1.905,-0.247411,6.3,B11326,575080
726,0,1,1,0,2.34375,2.866667,1.95,-0.063442,1.75,1.736842,-1.168097,5.6,B12983,79831
727,0,1,1,0,2.125,3.066667,1.9,-0.133933,1.75,1.871891,-0.42869,6.5,C01002,521805
728,0,1,0,0,2.5625,2.733333,1.7,-0.415901,3.45,1.847491,-0.562279,3.8,C01234,664840
729,0,1,1,0,2.59375,2.766667,2.15,0.218526,2.35,1.699064,-1.374934,6,C02441,H41234
730,0,1,0,0,1.90625,2.833333,2.45,0.641478,1.55,2.081124,0.716892,5.15,C02576,199197
731,0,1,0,0,2.8125,2.533333,1.4,-0.838853,2.55,1.74247,-1.137284,5.75,C05161,C07552
732,0,1,0,0,1.9375,1.7,1.8,-0.274917,2.6,1.751401,-1.088388,5.35,C06380,B07490
733,0,1,0,0,2.53125,1.6,1.85,-0.204425,1.8,1.940183,-0.054782,5.85,C06874,P14141
734,0,1,0,0,2,3.766667,2.6,0.852954,1.8,2.394231,2.43119,3.1,C07835,M74799
735,0,1,0,0,2.84375,2.4,1.8,-0.274917,3.15,1.827454,-0.671987,5.6,D03354,566284
736,0,1,0,0,2,4.166667,1.65,-0.486393,2.05,2.158967,1.143091,5.95,D05761,T20318
737,0,1,0,0,1.90625,1.9,1.35,-0.909345,1.45,1.930854,-0.105855,6.4,D29735,166252
738,0,1,0,0,2.5,2.133333,2.3,0.430002,2,1.918614,-0.172873,4.9,D31423,J14923
739,0,1,0,0,2.875,3.1,1.8,-0.274917,2.35,1.823205,-0.695248,4.15,E00270,H21339
740,0,1,1,0,2.21875,2.7,3.15,1.628365,1.8,2.397887,2.45121,4.65,E00936,U04861
741,0,1,0,0,1.90625,3.9,2.5,0.71197,1.9,1.915246,-0.191312,5.3,E02128,113013
742,0,1,0,0,2.46875,3.6,1.85,-0.204425,2.1,2.11039,0.877123,4.65,E13011,104443
